# Instrument-source: 'ESS_HEIMDAL.instr'
# Date: Wed Aug 14 12 13 2019
# Ncount: 100000
# Numpoints: 25
# Param: T = 10
# type: multiarray_1d(25)
# title: Scan of T
# xlabel: 'T'
# ylabel: 'Intensity'
# xvars: T
# yvars: (psd_source_I,psd_source_ERR) (npi_tof_dhkl_detector_I,npi_tof_dhkl_detector_ERR) (psdtof_I,psdtof_ERR) (psdtofDetail_I,psdtofDetail_ERR)
# xlimits: 10 490
# filename: mccode.dat
# variables: T psd_source_I psd_source_ERR npi_tof_dhkl_detector_I npi_tof_dhkl_detector_ERR psdtof_I psdtof_ERR psdtofDetail_I psdtofDetail_ERR
10 3.42084E+9 1.08177E+7 1.39222E+8 529698 1.78329E+8 672624 2729.12 159.076
30 3.42084E+9 1.08177E+7 4.83047E+7 169961 6.26099E+7 216383 2530.82 165.581
50 3.42084E+9 1.08177E+7 3.02567E+7 98140.5 3.95446E+7 125011 3103.47 201.797
70 3.42084E+9 1.08177E+7 2.28652E+7 69017 2.9953E+7 87600.3 2784.02 161.439
90 3.42084E+9 1.08177E+7 1.83598E+7 52232.3 2.41806E+7 66406.7 2805.75 160.449
110 3.42084E+9 1.08177E+7 1.58147E+7 42299.1 2.10326E+7 54167.4 3128.53 186.235
130 3.42084E+9 1.08177E+7 1.37568E+7 35295.1 1.83709E+7 45064.6 2686.18 169.098
150 3.42084E+9 1.08177E+7 1.23635E+7 30608.7 1.66056E+7 39220.9 2750.72 173.319
170 3.42084E+9 1.08177E+7 1.11378E+7 26956.4 1.50029E+7 34567.4 2693.72 154.043
190 3.42084E+9 1.08177E+7 1.04792E+7 24622 1.42207E+7 31697.8 2803.55 172.634
210 3.42084E+9 1.08177E+7 9.66806E+6 22732.6 1.31194E+7 29218.8 2591.5 157.244
230 3.42084E+9 1.08177E+7 9.17176E+6 21215.2 1.25131E+7 27281.3 2905.39 192.321
250 3.42084E+9 1.08177E+7 8.68833E+6 19996.9 1.18864E+7 25756.5 3092.87 215.773
270 3.42084E+9 1.08177E+7 8.32165E+6 19472.7 1.14266E+7 25128.8 2863.26 173.351
290 3.42084E+9 1.08177E+7 7.90217E+6 18699.2 1.09077E+7 24224.4 2696.06 180.2
310 3.42084E+9 1.08177E+7 7.6747E+6 18982.7 1.06102E+7 24490.6 2785.89 172.628
330 3.42084E+9 1.08177E+7 7.4305E+6 18560.6 1.02712E+7 23957.7 2983.47 184.355
350 3.42084E+9 1.08177E+7 7.15875E+6 17842.2 9.95876E+6 23120.6 2846.19 155.976
370 3.42084E+9 1.08177E+7 6.93327E+6 17934 9.63429E+6 23071.5 2900.52 165.386
390 3.42084E+9 1.08177E+7 6.7815E+6 17531.4 9.41476E+6 22362.7 2865.06 169.701
410 3.42084E+9 1.08177E+7 6.60238E+6 17618.2 9.20983E+6 22683.5 3153.89 199.426
430 3.42084E+9 1.08177E+7 6.35894E+6 16976.1 8.89177E+6 21901.2 3019.41 188.576
450 3.42084E+9 1.08177E+7 6.28231E+6 17996 8.77852E+6 22953.6 3234.48 191.069
470 3.42084E+9 1.08177E+7 6.14021E+6 17310.1 8.63282E+6 22231.7 3296.22 190.632
490 3.42084E+9 1.08177E+7 6.08282E+6 17155.1 8.57732E+6 22316.6 3252.26 193.303
