# Instrument-source: 'Magnon_bcc_visualisation.instr'
# Date: Mon May 13 13 04 2019
# Ncount: 10000000
# Numpoints: 2
# Param: Rotation = 0
# type: multiarray_1d(2)
# title: Scan of Rotation
# xlabel: 'Rotation'
# ylabel: 'Intensity'
# xvars: Rotation
# yvars: (TofLambda_sample_I,TofLambda_sample_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (det_I,det_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Sqqw2_I,Sqqw2_ERR) (Banana_I,Banana_ERR) (det1_I,det1_ERR) (Delta_t0_I,Delta_t0_ERR)
# xlimits: 0 89
# filename: mccode.dat
# variables: Rotation TofLambda_sample_I TofLambda_sample_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR det_I det_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Sqqw2_I Sqqw2_ERR Banana_I Banana_ERR det1_I det1_ERR Delta_t0_I Delta_t0_ERR
0 407004 128.706 48307.4 78.7951 32428.3 61.6798 24939.6 60.1216 15574.9 46.2295 9077.31 38.2511 10814.3 48.1667 19854.1 86.151 21499.8 102.713 25286.1 119.997 20101.2 129.76 13719.6 141.329 14708.9 195.202 187077 835.882 3541.84 297.776 896.153 417.943 2400.53 395.516 3024.12 164.137 4692.56 88.7288 4080.17 68.8756 3810.69 61.0737 3733.35 50.2895 3484.67 46.3132 3090.93 38.113 2726.07 27.698 2458.47 21.2834 2257.55 17.8823 2195.61 17.2481 2283.5 16.512 2548.14 19.1801 794167 1157.2 0 0 0 0 0 0 0 0 0 0 0 0 168.558 4.06604 4315.09 34.7514 4930.55 48.4125 5406.21 46.8841 2391.16 31.0754 278.196 18.3699 84741.8 542.819 0.62874 0.0655602 0.00638238 0.00638238 1.69419 0.141161 36.3009 0.618656 62.2226 1.01112 68.353 1.24592 206.325 3.50484 471.242 5.73092 536.957 8.7307 682.955 12.9399 568.238 10.5097 483.002 9.07459 476.97 8.4905 471.456 8.59453 423.229 7.43007 429.223 8.41781 108454 550.167 109158 550.267 109158 550.267
1 407004 128.706 49943.5 82.9751 33499.9 60.2506 24815.9 54.1879 15318.3 41.3882 9549.97 38.3133 8451.17 46.875 16366.2 68.2063 19474.3 93.3377 22704.1 113.021 20980.5 129.053 14504.5 163.51 10601.2 174.566 189346 845.662 3423.1 269.984 62.0394 60.6878 2873.96 320.806 2643.19 133.851 4152.41 96.9887 3581.15 74.5977 3135.66 55.6813 3386.78 50.0593 3183.86 42.6133 2899.27 39.2494 2594.39 29.8721 2316.29 22.4285 2216.94 19.84 2097.42 16.6884 2162.41 16.426 2423.94 18.0327 782244 1050.17 0 0 0 0 0 0 0 0 0 0 0 0 133.842 2.81409 3649.97 36.1147 4156.79 58.7838 4608.55 53.9556 4090.39 46.3036 279.732 12.4777 85652.1 532.367 0.343157 0.0599673 0.0715987 0.0305866 2.44052 0.251845 26.7346 0.666662 65.6828 1.05198 73.829 1.23984 75.6853 1.51496 162.854 3.06453 505.695 8.75196 495.502 9.3032 513.522 9.00874 459.396 7.98388 410.769 6.81351 400.955 6.58951 403.673 7.24221 473.249 9.06984 107931 542.305 108637 542.407 108637 542.407
2 407004 128.706 51905.6 92.0466 34943.2 62.694 25114.1 53.7636 15432.7 61.5939 10033.7 38.9015 7888.48 40.262 12214.1 53.6292 17345.5 86.7705 19645 108.018 21387.4 125.077 15629.5 140.408 10089.7 149.412 190796 876.881 5372.07 284 993.476 489.007 2732.5 288.522 2882.84 159.549 3361.12 103.79 2671.29 72.4414 2336.78 59.152 2894.67 52.4276 2796.98 42.9824 2731.17 38.3676 2392.76 29.6686 2222.77 34.668 2141.3 22.0253 2044.15 17.9323 2105.18 19.7152 2330.74 17.6816 777516 1175.67 0 0 0 0 0 0 0 0 0 0 0 0 125.236 2.61018 2940.74 39.3244 3019.6 67.6007 3415.92 68.3003 4746.1 64.241 1767.13 35.0971 87853.1 592.104 0 0 0.00939043 0.00939043 1.13267 0.119594 16.6945 0.401235 62.3478 0.902176 74.1424 1.275 75.7524 1.46589 63.6176 1.45188 98.6423 3.5677 318.017 6.7096 334.63 5.93155 363.829 5.80916 373.363 5.93316 360.706 6.36874 418.42 7.23366 422.878 7.75766 108092 605.923 108798 606.053 108798 606.053
3 407004 128.706 54391.6 95.4245 36433.1 63.6577 25782.8 56.535 16712.3 43.3446 9179.73 36.0067 8201.58 40.8913 9400.4 51.1648 15855 80.4309 17495.7 101.455 22424 127.777 16295.9 138.694 10678 154.09 184070 866.499 10771.6 392.009 386.398 173.352 3063.14 285.623 3258.22 172.509 2769.73 108.039 2466.56 76.2919 2310.23 64.5193 2571.71 48.3379 2725.26 41.8691 2647.27 37.7164 2317.9 29.9641 2155.85 32.7416 2057.86 23.377 1972.78 18.2703 2031.46 17.0987 2256.61 17.3748 774647 1114.57 0 0 0 0 0 0 0 0 0 0 0 0 123.1 2.52497 2470.16 40.156 3074.74 65.1577 3356.11 77.2233 3558.9 83.0627 3568.46 63.76 80818 538.542 6.4241 3.70903 0 0 0 0 4.69499 0.137088 47.2091 0.777266 74.797 1.01836 78.239 1.13244 69.4942 1.28712 60.3892 1.18779 61.1885 1.47057 229.359 3.76613 313.06 4.88479 318.537 5.33934 317.861 5.06346 379.325 5.36615 402.825 5.92867 100604 559.454 101283 559.653 101283 559.653
4 407004 128.706 57526.5 116.074 37823.6 65.3419 26682.2 55.0529 18806.3 46.915 8206.65 40.1992 8955.13 42.6427 9275.4 59.8964 15104.9 83.4489 20164 119.458 27301.2 152.085 17146 142.229 11553.5 152.8 175822 848.951 16998.3 476.712 1669.42 652.75 2692.96 262.332 3116.03 159.028 2911.13 113.097 2825.53 77.9808 2443.26 70.8086 2459.16 49.9138 2841.67 42.8106 2607.36 36.0983 2408.9 32.6716 2173.24 26.4084 1992.51 23.1694 1877.91 18.0752 1969.75 18.2695 2229.18 21.7408 787474 1305.14 0 0 0 0 0 0 0 0 0 0 0 0 123.761 2.45545 2419.24 32.5219 4736.96 72.027 6164.94 87.7043 3382.05 99.2395 3604.48 96.2522 80919.6 563.455 784.425 47.5865 0 0 0 0 0.0325845 0.00982566 29.2596 0.551453 69.4119 1.03868 90.4301 1.26853 85.0328 1.19308 77.3351 1.18734 65.2971 1.11733 103.027 2.06762 266.044 4.44239 284.765 4.31359 343.26 4.28496 359.003 4.80328 425.923 5.51501 105698 594.18 106311 594.226 106311 594.226
5 407004 128.706 60766.2 144.645 39253.9 67.8383 27554 55.6643 21328.5 50.3239 7159.5 39.2643 9820.01 46.3135 10746 66.1272 14976.2 90.8051 25058.4 134.033 33675.9 183.701 17791.8 132.441 11895.9 147.308 166968 868.943 25083.2 545.026 1330.4 487.576 3281.12 316.31 3296.5 153.869 3003.42 109.73 3026.55 93.3173 2616.58 62.6356 2583.09 51.5357 2835.33 44.6793 2829.36 40.7439 2428.42 31.4868 2120.37 24.0442 1990.91 22.4491 1956.9 20.7697 1932.14 17.9567 2201.7 20.9471 805307 1292.35 0 0 0 0 0 0 0 0 0 0 0 0 124.498 2.42855 2722.39 27.9434 7571.27 78.4628 10955.9 97.1649 4637.75 73.3938 2818.66 96.2515 84251.3 641.876 3239.99 113.514 0 0 0 0 1.89059 0.147564 26.8276 0.50778 62.2881 0.961499 85.2166 1.2161 90.8999 1.32747 78.012 1.15501 64.4151 1.20872 55.1023 1.25761 125.896 2.33612 267.209 3.45284 341.637 4.205 343.338 4.6907 402.459 5.14214 119630 675.376 120210 675.402 120210 675.402
6 407004 128.706 63485.8 168.742 41012.3 72.4357 28106.5 53.81 23828.1 52.6539 6500.06 45.1821 10346.2 47.5567 11975.5 75.9469 15694.3 91.1206 28554.7 142.144 36780.4 189.62 19124.6 133.59 12719.8 144.775 155296 815.025 33359.4 650.757 2002.31 620.492 3108.61 240.896 3676.38 168.819 3444.99 120.655 2970.86 84.7981 2818.85 61.5334 2652.57 52.7938 2873.47 43.8167 2779.15 36.0267 2538.51 30.9789 2212.63 25.3392 2051.1 24.8164 1952.48 23.4008 1921.74 18.472 2128.76 21.6268 820344 1356.33 0 0 0 0 0 0 0 0 0 0 0 0 130.312 2.43904 3157.69 30.6541 9815.92 79.5565 13042 99.7493 3973.83 48.1549 3488.66 73.7608 79216 570.078 8468.48 212.083 0 0 0 0 1.66191 0.192238 18.2055 0.547068 47.4143 0.834153 67.9392 1.07882 78.0434 1.1243 76.5607 1.16736 70.2103 1.27184 57.5925 1.24612 51.2532 1.28062 195.224 2.9702 252.006 3.50877 375.812 4.57558 436.093 5.16752 124412 628.596 124993 628.63 124993 628.63
7 407004 128.706 64909.4 179.603 42898.7 79.6237 28933.3 55.7939 26445.4 53.1076 6112.91 39.6116 10475.2 46.8741 12837.8 76.2157 17316.8 93.074 30169.8 142.745 38288 190.072 19995.2 131.408 13631.9 150.132 140788 798.9 42507.1 622.655 1463.76 388.107 3420.34 235.85 3616.11 155.657 3775.19 119.876 3414.08 99.9225 2881.51 64.4243 2827.74 53.7987 2891 44.3642 2749.32 36.6031 2645.06 33.3435 2278.17 24.989 2109.43 23.5837 2036.88 22.9108 1937.28 20.2577 2079.05 22.9747 828884 1250.21 0 0 0 0 0 0 0 0 0 0 0 0 135.931 2.46438 3654.04 32.761 9875.34 80.9101 12879.2 101.186 3415.82 35.3769 938.472 28.6334 73684.8 561.523 14265.3 317.188 270.915 138.759 0 0 0.630482 0.0740287 12.6976 0.345887 44.7971 0.75484 68.768 1.00053 87.636 1.01337 85.0094 1.1473 88.5929 1.28643 74.1988 1.35385 62.9656 1.42259 111.736 2.00699 231.718 3.22339 277.126 3.88274 400.964 4.3274 122163 674.051 122744 674.076 122744 674.076
8 407004 128.706 66251.2 202.386 45009 92.6789 29616.8 57.2612 28986.2 56.4776 6719.02 40.0322 10609.5 45.8671 13508.4 76.474 18560.1 90.9345 32432.1 146.395 39021.8 194.17 19821.8 201.531 14286.2 148.045 127297 764.981 54341.2 687.24 2074.73 445.647 4050 326.718 4098.59 157.165 3645.51 117.243 3224.78 85.1216 3141.11 79.1483 2871.57 55.7325 2903.71 44.7856 2856.78 37.3293 2631.05 33.805 2320.5 25.5034 2163.29 25.6683 2088.47 21.9184 1980.08 19.5996 2114.92 21.8828 840372 1310.95 0 0 0 0 0 0 0 0 0 0 0 0 151.874 2.59352 4021.97 34.2187 9702.62 82.9853 12113.8 104.491 4790.24 41.2849 1627.23 26.0863 64647.4 541.612 21616.7 412.605 1016.44 348.694 52.5928 37.1924 0 0 2.72057 0.126455 40.7477 0.508325 72.6204 0.91723 90.9592 1.15238 83.4135 1.00428 83.54 1.18061 89.884 1.27237 78.4716 1.4463 67.111 1.63865 201.119 2.73425 269.539 3.55155 328.853 3.98027 122715 777.808 123269 777.827 123269 777.827
9 407004 128.706 66980.3 215.545 47370 114.694 30541.2 60.4577 30981.5 60.2416 8188.67 42.5879 10965.8 52.737 14349.4 73.224 20114.4 92.4805 36037.8 152.452 38865.6 195.271 17506.9 114.827 14492.9 140.437 109200 714.986 66137.3 732.801 2317.99 401.284 4803.63 315.395 4420.02 159.072 3844.85 110.216 3397.05 82.8756 3264.01 67.3811 2940.51 53.1991 2815.35 44.4896 2811.45 35.1126 2606.2 32.9303 2425.28 27.9704 2176.61 25.1214 2055.17 21.4891 2057.03 25.9267 2197.32 26.6522 846565 1284.97 0 0 0 0 0 0 0 0 0 0 0 0 167.711 2.72869 4451.02 36.7338 10816 87.0231 12981.9 110.797 5761.83 48.8754 4893.31 52.0582 53099.2 516.149 26853.8 408.82 431.86 174.575 2155.4 212.421 137.045 22.2846 0.0558077 0.0323344 18.162 0.36418 53.9738 0.843929 93.5687 1.11826 98.266 1.14147 81.4719 1.20386 72.8647 1.36287 85.7124 1.57971 76.7139 1.43813 113.959 1.82576 266.498 3.08909 328.065 3.65795 124482 731.727 125051 731.75 125051 731.75
