# Instrument-source: 'ESS_HEIMDAL.instr'
# Date: Wed Aug 14 15 22 2019
# Ncount: 1000000
# Numpoints: 31
# Param: tau = 0
# type: multiarray_1d(31)
# title: Scan of tau
# xlabel: 'tau'
# ylabel: 'Intensity'
# xvars: tau
# yvars: (psd_source_I,psd_source_ERR) (npi_tof_dhkl_detector_I,npi_tof_dhkl_detector_ERR) (psdtof_I,psdtof_ERR) (psdtofDetail_I,psdtofDetail_ERR)
# xlimits: 0 300
# filename: mccode.dat
# variables: tau psd_source_I psd_source_ERR npi_tof_dhkl_detector_I npi_tof_dhkl_detector_ERR psdtof_I psdtof_ERR psdtofDetail_I psdtofDetail_ERR
0 3.42084E+9 3.42084E+6 1.00529E+7 7474.3 1.36149E+7 9587.09 2889.6 57.7293
10 3.42084E+9 3.42084E+6 9.99847E+6 7447.16 1.3531E+7 9543.08 2827.21 54.8892
20 3.42084E+9 3.42084E+6 9.85066E+6 7333.29 1.33472E+7 9406.97 2624.24 48.9475
30 3.42084E+9 3.42084E+6 9.73088E+6 7267.42 1.31695E+7 9311.05 2620.45 50.7432
40 3.42084E+9 3.42084E+6 9.61729E+6 7196.12 1.30237E+7 9231.48 2639.11 50.8104
50 3.42084E+9 3.42084E+6 9.55207E+6 7145.8 1.29245E+7 9174.59 2688.77 54.4991
60 3.42084E+9 3.42084E+6 9.75918E+6 7071.46 1.32429E+7 9050.29 2883.7 49.3378
70 3.42084E+9 3.42084E+6 1.00489E+7 7045.82 1.36688E+7 9025.89 3198.22 51.7511
80 3.42084E+9 3.42084E+6 1.03322E+7 7005.36 1.41059E+7 8994.22 3411.09 53.7461
90 3.42084E+9 3.42084E+6 1.05769E+7 6979.8 1.44652E+7 8949.12 3710.95 56.4758
100 3.42084E+9 3.42084E+6 1.07689E+7 6921.3 1.47937E+7 8912.27 3988.45 61.2504
110 3.42084E+9 3.42084E+6 1.10726E+7 6925.58 1.52161E+7 8905.69 4123.21 63.6538
120 3.42084E+9 3.42084E+6 1.13235E+7 6921.86 1.56182E+7 8915.15 4564.62 70.6604
130 3.42084E+9 3.42084E+6 1.15825E+7 6952.27 1.59858E+7 8943.26 4501.8 70.5942
140 3.42084E+9 3.42084E+6 1.18491E+7 6961.5 1.63748E+7 8959.48 4809.56 74.9259
150 3.42084E+9 3.42084E+6 1.21186E+7 7011.73 1.67803E+7 9028.05 4983.45 78.9501
160 3.42084E+9 3.42084E+6 1.23642E+7 7037.56 1.71697E+7 9095.85 5545.35 90.9367
170 3.42084E+9 3.42084E+6 1.25945E+7 7084.75 1.75169E+7 9157.83 5626.33 93.4834
180 3.42084E+9 3.42084E+6 1.28687E+7 7132.72 1.79152E+7 9231.2 6013.13 103.46
190 3.42084E+9 3.42084E+6 1.30529E+7 7151.12 1.82079E+7 9277.61 6334.65 108.656
200 3.42084E+9 3.42084E+6 1.33507E+7 7224.99 1.86496E+7 9385.02 6268.34 109.795
210 3.42084E+9 3.42084E+6 1.36156E+7 7331.5 1.90668E+7 9556.24 6591.45 118.545
220 3.42084E+9 3.42084E+6 1.38559E+7 7424.37 1.94138E+7 9674.31 6942.35 126.981
230 3.42084E+9 3.42084E+6 1.41327E+7 7501.2 1.98324E+7 9806.31 7474.83 138.648
240 3.42084E+9 3.42084E+6 1.43552E+7 7577.74 2.01914E+7 9926.74 7458.89 141.013
250 3.42084E+9 3.42084E+6 1.45875E+7 7689.51 2.05207E+7 10082.4 7666.58 144.128
260 3.42084E+9 3.42084E+6 1.48105E+7 7790.67 2.08772E+7 10224.6 7936.9 155.814
270 3.42084E+9 3.42084E+6 1.50928E+7 7899.5 2.1288E+7 10396.9 8507.19 166.277
280 3.42084E+9 3.42084E+6 1.5368E+7 8069.43 2.17186E+7 10639.8 8246.91 162.673
290 3.42084E+9 3.42084E+6 1.5594E+7 8178.21 2.20491E+7 10787.8 8641.35 177.776
300 3.42084E+9 3.42084E+6 1.58645E+7 8330.19 2.24691E+7 11015.9 8954.3 182.005
